"","section","subsection","title","abstract","url","byline","item_type","updated_date","created_date","published_date","material_type_facet","kicker","multimedia.url","multimedia.format","multimedia.height","multimedia.width","multimedia.type","multimedia.subtype","multimedia.caption","multimedia.copyright","multimedia.url.1","multimedia.format.1","multimedia.height.1","multimedia.width.1","multimedia.type.1","multimedia.subtype.1","multimedia.caption.1","multimedia.copyright.1","multimedia.url.2","multimedia.format.2","multimedia.height.2","multimedia.width.2","multimedia.type.2","multimedia.subtype.2","multimedia.caption.2","multimedia.copyright.2","multimedia.url.3","multimedia.format.3","multimedia.height.3","multimedia.width.3","multimedia.type.3","multimedia.subtype.3","multimedia.caption.3","multimedia.copyright.3","multimedia.url.4","multimedia.format.4","multimedia.height.4","multimedia.width.4","multimedia.type.4","multimedia.subtype.4","multimedia.caption.4","multimedia.copyright.4","short_url","stringsAsFactor","des_facet","per_facet","des_facet1","des_facet2","des_facet3","des_facet4","org_facet1","org_facet2","per_facet1","per_facet2","geo_facet","geo_facet1","geo_facet2","org_facet","per_facet3","per_facet4","per_facet5","per_facet6","per_facet7","des_facet5","des_facet6","des_facet7","des_facet8","geo_facet3","geo_facet4","geo_facet5","org_facet3","des_facet9","des_facet10","des_facet11","des_facet12","org_facet4","org_facet5","org_facet6","org_facet7","per_facet8","per_facet9","per_facet10","per_facet11","geo_facet6"
"11","Opinion","","Ted Cruz: A Pressure Point for North Korea","The regime in Pyongyang has long sponsored terrorism. American policy should once again reflect that reality.","https://www.nytimes.com/2017/10/22/opinion/ted-cruz-a-pressure-point-for-north-korea.html","By TED CRUZ","Article","2017-10-22T19:29:53-04:00","2017-10-22T19:29:53-04:00","2017-10-22T19:29:53-04:00","","","https://static01.nyt.com/images/2017/10/23/opinion/23Cruz/23Cruz-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Doug Chayka","https://static01.nyt.com/images/2017/10/23/opinion/23Cruz/23Cruz-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Doug Chayka","https://static01.nyt.com/images/2017/10/23/opinion/23Cruz/23Cruz-articleInline.jpg","Normal","171","190","image","photo","","Doug Chayka","https://static01.nyt.com/images/2017/10/23/opinion/23Cruz/23Cruz-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Doug Chayka","https://static01.nyt.com/images/2017/10/23/opinion/23Cruz/23Cruz-superJumbo.jpg","superJumbo","1494","1660","image","photo","","Doug Chayka","https://nyti.ms/2gZmLDo",FALSE,NA,NA,"United States International Relations","Nuclear Weapons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Opinion","Sunday Review","How Protest Works","To have lasting impact, a social movement requires action on multiple fronts.","https://www.nytimes.com/2017/10/21/opinion/sunday/how-protest-works.html","By KENNETH T. ANDREWS","Article","2017-10-21T15:05:31-04:00","2017-10-21T14:30:24-04:00","2017-10-21T14:30:24-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22gray/22gray-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Marion Fayolle","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22gray/22gray-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Marion Fayolle","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22gray/22gray-articleInline.jpg","Normal","94","190","image","photo","","Marion Fayolle","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22gray/22gray-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Marion Fayolle","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22gray/22gray-superJumbo.jpg","superJumbo","1012","2048","image","photo","","Marion Fayolle","https://nyti.ms/2zs7odR",FALSE,NA,NA,"Demonstrations, Protests and Riots","Civil Rights Movement (1954-68)","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Opinion","Sunday Review","I Am Sorry for This Scraggly Mess on My Face","I knew my beard would turn out badly. But I had to grow it.","https://www.nytimes.com/2017/10/21/opinion/sunday/john-hodgman-beard.html","By JOHN HODGMAN","Article","2017-10-21T14:36:56-04:00","2017-10-21T14:36:57-04:00","2017-10-21T14:36:57-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hodgman/22hodgman-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Lauren Nassef","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hodgman/22hodgman-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Lauren Nassef","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hodgman/22hodgman-articleInline.jpg","Normal","179","190","image","photo","","Lauren Nassef","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hodgman/22hodgman-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Lauren Nassef","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hodgman/22hodgman-superJumbo.jpg","superJumbo","1926","2048","image","photo","","Lauren Nassef","https://nyti.ms/2gVTauK",FALSE,"Beards and Mustaches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Opinion","Sunday Review","Where Have All Our Heroes Gone?","Let’s get back into the habit of gathering to celebrate the exceptional among us. Who’s on your list?","https://www.nytimes.com/2017/10/21/opinion/sunday/heroes-ticker-tape-parades.html","By THE EDITORIAL BOARD","Article","2017-10-21T23:25:02-04:00","2017-10-21T14:30:24-04:00","2017-10-21T14:30:24-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22sun1sub/22sun1sub-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Illustration by Grace Han; Photograph by Leo Vals/Archive Photos, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22sun1sub/22sun1sub-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Illustration by Grace Han; Photograph by Leo Vals/Archive Photos, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22sun1sub/22sun1sub-articleInline.jpg","Normal","152","190","image","photo","","Illustration by Grace Han; Photograph by Leo Vals/Archive Photos, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22sun1sub/22sun1sub-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Illustration by Grace Han; Photograph by Leo Vals/Archive Photos, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22sun1sub/22sun1sub-superJumbo.jpg","superJumbo","1644","2048","image","photo","","Illustration by Grace Han; Photograph by Leo Vals/Archive Photos, via Getty Images","https://nyti.ms/2gWwsmc",FALSE,NA,NA,"Parades","Veterans",NA,NA,NA,NA,"Armas, Carlos Castillo","Glenn, John Herschel Jr",NA,NA,NA,NA,"Hansen, James E","Lee, Spike","Miranda, Lin-Manuel","Yousafzai, Malala","Smith, Tracy K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Opinion","Sunday Review","Trump Is Inspirational ... for Poetry","Here are the winners from the thousands of submissions in my Trump poetry contest.","https://www.nytimes.com/2017/10/21/opinion/sunday/trump-poetry-contest.html","By NICHOLAS KRISTOF","Article","2017-10-21T14:20:01-04:00","2017-10-21T14:20:02-04:00","2017-10-21T14:20:02-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22kristof/22kristof-thumbStandard-v2.jpg","Standard Thumbnail","75","75","image","photo","","Jennifer Heuer","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22kristof/22kristof-thumbLarge-v2.jpg","thumbLarge","150","150","image","photo","","Jennifer Heuer","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22kristof/22kristof-articleInline-v2.jpg","Normal","138","190","image","photo","","Jennifer Heuer","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22kristof/22kristof-mediumThreeByTwo210-v2.jpg","mediumThreeByTwo210","140","210","image","photo","","Jennifer Heuer","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22kristof/22kristof-superJumbo-v2.jpg","superJumbo","1230","1695","image","photo","","Jennifer Heuer","https://nyti.ms/2gXDZRL",FALSE,NA,"Trump, Donald J","Poetry and Poets","Contests and Prizes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poetry Society of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Opinion","Sunday Review","Black Lives Matter Is Democracy in Action","A decentralized movement can be effective, even without a Martin Luther King Jr.","https://www.nytimes.com/2017/10/21/opinion/sunday/black-lives-matter-leadership.html","By BARBARA RANSBY","Article","2017-10-21T14:59:13-04:00","2017-10-21T14:30:02-04:00","2017-10-21T14:30:02-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22ransby/22ransby-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Demonstrators in Chicago blocked an intersection during a protest in 2015 related to the killing by the police of Laquan McDonald.","Joshua Lott for The New York Times","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22ransby/22ransby-thumbLarge.jpg","thumbLarge","150","150","image","photo","Demonstrators in Chicago blocked an intersection during a protest in 2015 related to the killing by the police of Laquan McDonald.","Joshua Lott for The New York Times","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22ransby/22ransby-articleInline.jpg","Normal","110","190","image","photo","Demonstrators in Chicago blocked an intersection during a protest in 2015 related to the killing by the police of Laquan McDonald.","Joshua Lott for The New York Times","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22ransby/22ransby-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Demonstrators in Chicago blocked an intersection during a protest in 2015 related to the killing by the police of Laquan McDonald.","Joshua Lott for The New York Times","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22ransby/22ransby-superJumbo.jpg","superJumbo","1186","2048","image","photo","Demonstrators in Chicago blocked an intersection during a protest in 2015 related to the killing by the police of Laquan McDonald.","Joshua Lott for The New York Times","https://nyti.ms/2gWwqL6",FALSE,NA,NA,"Blacks","Demonstrations, Protests and Riots",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Opinion","Sunday Review","Famous Athletes Have Always Led the Way","The extraordinary are the ones who need to make things better for everyone.","https://www.nytimes.com/2017/10/21/opinion/sunday/famous-athletes-have-always-led-the-way.html","By MICHAEL ERIC DYSON","Article","2017-10-21T15:00:14-04:00","2017-10-21T14:30:02-04:00","2017-10-21T14:30:02-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22dyson/22dyson-thumbStandard-v3.jpg","Standard Thumbnail","75","75","image","photo","","John Dominis/Time Life Pictures, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22dyson/22dyson-thumbLarge-v3.jpg","thumbLarge","150","150","image","photo","","John Dominis/Time Life Pictures, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22dyson/22dyson-articleInline.jpg","Normal","274","190","image","photo","","John Dominis/Time Life Pictures, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22dyson/22dyson-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","John Dominis/Time Life Pictures, via Getty Images","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22dyson/22dyson-superJumbo.jpg","superJumbo","2048","1420","image","photo","","John Dominis/Time Life Pictures, via Getty Images","https://nyti.ms/2gWqQsb",FALSE,NA,"Kaepernick, Colin","Blacks","Race and Ethnicity","Discrimination","Demonstrations, Protests and Riots",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Football (College)","Olympic Games (1968)","Athletics and Sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Opinion","Sunday Review","Well, Actually, Frankenstein Was the Name of the Doctor","Scary facts only special people know.","https://www.nytimes.com/2017/10/21/opinion/sunday/well-actually-frankenstein-was-the-name-of-the-doctor.html","By SARAH HUTTO","Article","2017-10-21T14:30:24-04:00","2017-10-21T14:30:24-04:00","2017-10-21T14:30:24-04:00","","","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hutto/22hutto-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","John F. Malta","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hutto/22hutto-thumbLarge.jpg","thumbLarge","150","150","image","photo","","John F. Malta","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hutto/22hutto-articleInline-v2.jpg","Normal","95","190","image","photo","","John F. Malta","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hutto/22hutto-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","John F. Malta","https://static01.nyt.com/images/2017/10/22/opinion/sunday/22hutto/22hutto-superJumbo.jpg","superJumbo","1249","2048","image","photo","","John F. Malta","https://nyti.ms/2gWwrPa",FALSE,"Halloween",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","U.S.","","Cub Scout Is Exiled After Pressing Legislator on Guns and Race","Ames Mayfield, 11, was removed from his den after asking State Senator Vicki Marble of Colorado about gun control and her comments on race. He joined another den.","https://www.nytimes.com/2017/10/22/us/cub-scout-colorado.html","By CHRISTINE HAUSER","Article","2017-10-22T11:48:34-04:00","2017-10-22T11:48:34-04:00","2017-10-22T11:48:34-04:00","","","https://static01.nyt.com/images/2017/10/23/us/23cubscout/21xp-cubscout-sub1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Above, a Cub Scout in Oklahoma in 2013. The Boy Scouts of America declined to provide details about the removal of a scout in Colorado from his local unit.","Tom Pennington/Getty Images","https://static01.nyt.com/images/2017/10/23/us/23cubscout/21xp-cubscout-sub1-thumbLarge.jpg","thumbLarge","150","150","image","photo","Above, a Cub Scout in Oklahoma in 2013. The Boy Scouts of America declined to provide details about the removal of a scout in Colorado from his local unit.","Tom Pennington/Getty Images","https://static01.nyt.com/images/2017/10/23/us/23cubscout/21xp-cubscout-sub1-articleInline.jpg","Normal","127","190","image","photo","Above, a Cub Scout in Oklahoma in 2013. The Boy Scouts of America declined to provide details about the removal of a scout in Colorado from his local unit.","Tom Pennington/Getty Images","https://static01.nyt.com/images/2017/10/23/us/23cubscout/21xp-cubscout-sub1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Above, a Cub Scout in Oklahoma in 2013. The Boy Scouts of America declined to provide details about the removal of a scout in Colorado from his local unit.","Tom Pennington/Getty Images","https://static01.nyt.com/images/2017/10/23/us/23cubscout/21xp-cubscout-sub1-superJumbo.jpg","superJumbo","1171","1756","image","photo","Above, a Cub Scout in Oklahoma in 2013. The Boy Scouts of America declined to provide details about the removal of a scout in Colorado from his local unit.","Tom Pennington/Getty Images","https://nyti.ms/2gYEDi0",FALSE,NA,NA,"Gun Control","Blacks",NA,NA,NA,NA,"Marble, Vicki","Mayfield, Ames","Colorado",NA,NA,"Boy Scouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Climate","","E.P.A. Cancels Talk on Climate Change by Agency Scientists","Organizers of a Monday conference on the Narragansett Bay were told three E.P.A. scientists would not be allowed to present their work.","https://www.nytimes.com/2017/10/22/climate/epa-scientists.html","By LISA FRIEDMAN","Article","2017-10-22T17:22:39-04:00","2017-10-22T13:39:47-04:00","2017-10-22T13:39:47-04:00","","","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-thumbLarge.jpg","thumbLarge","150","150","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-articleInline.jpg","Normal","134","190","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-superJumbo.jpg","superJumbo","1354","2048","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://nyti.ms/2h0VSiO",FALSE,NA,"Pruitt, Scott","United States Politics and Government","Global Warming","Environment","Greenhouse Gas Emissions",NA,NA,NA,NA,"Rhode Island",NA,NA,"Environmental Protection Agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Sports","","Justin Timberlake Will Headline Super Bowl Halftime Show","Timberlake previously performed during the infamous “wardrobe malfunction” halftime of Super Bowl XXXVIII with Janet Jackson.","https://www.nytimes.com/2017/10/22/sports/justin-timberlake-super-bowl-halftime.html","By BENJAMIN HOFFMAN","Article","2017-10-22T21:23:43-04:00","2017-10-22T21:13:33-04:00","2017-10-22T21:13:33-04:00","","","https://static01.nyt.com/images/2017/10/23/sports/23halftime-web/23halftime-web-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Justin Timberlake will perform during the halftime show at Super Bowl LII.","Amy Harris/Invision, via Associated Press","https://static01.nyt.com/images/2017/10/23/sports/23halftime-web/23halftime-web-thumbLarge.jpg","thumbLarge","150","150","image","photo","Justin Timberlake will perform during the halftime show at Super Bowl LII.","Amy Harris/Invision, via Associated Press","https://static01.nyt.com/images/2017/10/23/sports/23halftime-web/23halftime-web-articleInline.jpg","Normal","126","190","image","photo","Justin Timberlake will perform during the halftime show at Super Bowl LII.","Amy Harris/Invision, via Associated Press","https://static01.nyt.com/images/2017/10/23/sports/23halftime-web/23halftime-web-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Justin Timberlake will perform during the halftime show at Super Bowl LII.","Amy Harris/Invision, via Associated Press","https://static01.nyt.com/images/2017/10/23/sports/23halftime-web/23halftime-web-superJumbo.jpg","superJumbo","1363","2048","image","photo","Justin Timberlake will perform during the halftime show at Super Bowl LII.","Amy Harris/Invision, via Associated Press","https://nyti.ms/2zuBddw",FALSE,NA,"Timberlake, Justin","Super Bowl","Football","Pop and Rock Music",NA,NA,NA,NA,NA,NA,NA,NA,"National Football League",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","U.S.","Politics","A Presidential Bellwether Is Still Waiting to Start Winning Under Trump","Voters in Indiana’s Vigo County have an almost unerring record in choosing the winning presidential candidate, and now many would like to see President Trump change his tone.","https://www.nytimes.com/2017/10/22/us/politics/trump-voters-vigo-indiana-bellwether.html","By MICHAEL TACKETT","Article","2017-10-22T19:21:32-04:00","2017-10-22T10:47:48-04:00","2017-10-22T10:47:48-04:00","","","https://static01.nyt.com/images/2017/10/21/us/00bellwether3/00bellwether3-thumbStandard-v4.jpg","Standard Thumbnail","75","75","image","photo","Rob Lundstrom, the owner of the Indiana Theater, where Donald J. Trump held a rally as a presidential candidate last year.","Alyssa Schukar for The New York Times","https://static01.nyt.com/images/2017/10/21/us/00bellwether3/00bellwether3-thumbLarge-v4.jpg","thumbLarge","150","150","image","photo","Rob Lundstrom, the owner of the Indiana Theater, where Donald J. Trump held a rally as a presidential candidate last year.","Alyssa Schukar for The New York Times","https://static01.nyt.com/images/2017/10/21/us/00bellwether3/00bellwether3-articleInline-v3.jpg","Normal","127","190","image","photo","Rob Lundstrom, the owner of the Indiana Theater, where Donald J. Trump held a rally as a presidential candidate last year.","Alyssa Schukar for The New York Times","https://static01.nyt.com/images/2017/10/21/us/00bellwether3/00bellwether3-mediumThreeByTwo210-v3.jpg","mediumThreeByTwo210","140","210","image","photo","Rob Lundstrom, the owner of the Indiana Theater, where Donald J. Trump held a rally as a presidential candidate last year.","Alyssa Schukar for The New York Times","https://static01.nyt.com/images/2017/10/21/us/00bellwether3/00bellwether3-superJumbo-v2.jpg","superJumbo","1365","2048","image","photo","Rob Lundstrom, the owner of the Indiana Theater, where Donald J. Trump held a rally as a presidential candidate last year.","Alyssa Schukar for The New York Times","https://nyti.ms/2gYBCOJ",FALSE,NA,"Trump, Donald J","United States Politics and Government","Voting and Voters","Presidential Election of 2016",NA,"Republican Party","Democratic Party",NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
